Depth	Gamma
275.2	115.9
275.2	115.4
275.3	114.9
275.4	114.9
275.5	114.9
275.6	115.1
275.8	114
275.8	113
275.9	112
275.9	112
276	110.9
276.1	108.8
276.1	107.8
276.2	107.3
276.3	107.3
276.5	110.4
276.6	112
276.7	113.5
277	113.5
277.1	114
277.1	115.6
277.1	116.6
277.1	117.2
277.1	117.2
277.2	117.2
277.3	115.1
277.4	113
277.4	112.5
277.5	111.4
277.6	112
277.7	113.5
277.7	116.1
277.7	117.7
277.7	117.7
277.7	118.2
277.8	119.2
277.9	119.8
278	119.2
278	117.2
278	116.6
278.1	116.1
278.2	118.2
278.2	118.2
278.2	118.7
278.2	119.2
278.2	119.8
278.2	119.8
278.2	119.2
278.2	118.7
278.3	117.2
278.4	117.2
278.4	117.7
278.4	119.2
278.4	119.8
278.4	119.8
278.5	117.7
278.6	115.6
278.6	114.6
278.7	114
278.9	114
279	114
279	114
279.1	116.1
279.1	118.2
279.2	119.2
279.2	119.8
279.2	119.8
279.3	120.3
279.3	120.3
279.4	118.7
279.4	117.2
279.5	116.1
279.5	115.1
279.5	115.1
279.7	115.1
279.7	115.1
279.7	115.1
279.7	113
279.7	113
279.8	112
279.9	110.4
280	109.4
280	108.3
280.1	107.3
280.2	106.2
280.2	105.7
280.2	105.7
280.3	105.7
280.3	106.8
280.4	108.3
280.4	109.4
280.5	109.9
280.6	109.9
280.6	109.4
280.7	108.3
280.8	107.8
280.9	109.9
281	114
281	115.6
281.1	116.1
281.1	117.2
281.2	119.8
281.3	120.8
281.3	121.3
281.4	122.4
281.5	122.4
281.5	121.3
281.6	120.8
281.6	118.7
281.6	118.7
281.7	116.6
281.8	114.6
281.9	113.5
281.9	113.5
282	115.1
282	115.6
282.1	116.1
282.2	116.1
282.2	117.2
282.3	117.2
282.3	117.2
282.4	116.1
282.5	114.6
282.5	113.5
282.5	112.5
282.6	111.4
282.6	110.4
282.7	108.3
282.7	107.3
282.8	105.2
282.8	104.7
282.8	104.7
283	106.2
283	106.8
283	108.8
283	109.9
283	110.4
283.1	110.9
283.2	109.9
283.3	107.8
283.3	105.7
283.5	104.2
283.5	103.6
283.5	103.1
283.5	102.1
283.7	100.5
283.7	100
283.8	100
283.9	101.6
284	104.7
284	105.2
284.1	108.3
284.1	110.4
284.2	112
284.2	112.5
284.2	112.5
284.3	112
284.4	110.4
284.4	109.9
284.4	109.9
284.4	110.9
284.4	110.9
284.5	112.5
284.5	113
284.5	113
284.6	113
284.6	112
284.7	112
284.7	111.4
284.7	112
284.7	112.5
284.7	113.5
284.8	115.1
284.8	115.1
284.9	114
284.9	114
284.9	113.5
285	113
285.1	112
285.2	110.9
285.2	110.4
285.2	110.4
285.3	111.4
285.3	112
285.3	112.5
285.3	112.5
285.4	110.9
285.4	109.9
285.5	107.3
285.6	104.7
285.7	103.1
285.8	102.1
285.9	104.2
285.9	107.3
285.9	108.8
285.9	109.4
285.9	112
286	113.5
286.1	114.6
286.1	115.6
286.2	116.6
286.3	118.7
286.3	120.3
286.3	121.3
286.4	121.8
286.5	123.4
286.5	123.4
286.5	123.9
286.5	125
286.5	125
286.5	126
286.7	123.9
286.7	121.8
286.7	120.8
286.8	118.7
286.9	117.7
286.9	116.6
287	116.1
287	115.1
287	114
287	113.5
287	112
287.1	110.4
287.2	109.4
287.2	108.8
287.3	109.9
287.3	113
287.3	114
287.5	114
287.5	114
287.6	115.6
287.6	116.6
287.6	118.7
287.7	120.3
287.7	121.8
287.8	123.9
287.8	123.9
287.9	124.4
287.9	124.4
287.9	124.4
288	123.9
288.1	121.8
288.1	121.8
288.1	121.3
288.2	121.3
288.2	121.3
288.2	121.8
288.3	121.8
288.4	121.3
288.5	117.7
288.6	116.6
288.7	114
288.7	113.5
288.7	113
288.7	112.5
288.7	112.5
288.8	112
288.9	112
288.9	112.5
288.9	113
289	114
289	114
289.1	114
289.2	114
289.2	114
289.3	113.5
289.3	112
289.4	110.9
289.5	110.4
289.5	109.9
289.5	108.8
289.6	108.8
289.6	109.4
289.6	109.9
289.7	110.9
289.8	112.5
289.8	112.5
289.8	112.5
289.8	113
290	114
290	113
290.1	112
290.2	109.9
290.2	108.3
290.2	107.8
290.2	105.7
290.3	104.2
290.3	103.6
290.4	102.6
290.4	101
290.5	101
290.5	101
290.5	101
290.7	101.6
290.8	104.2
290.8	106.2
290.8	106.2
291	105.2
291	104.7
291	103.6
291.1	103.1
291.1	101.6
291.2	100.5
291.2	100
291.2	99
291.2	98.4
291.3	97.9
291.4	99
291.4	100.5
291.5	101.6
291.6	103.1
291.6	103.1
291.6	103.6
291.8	103.6
291.8	104.2
291.8	104.2
291.9	104.2
292	103.6
292.1	102.1
292.1	101
292.1	99.5
292.1	98.4
292.1	98.4
292.1	97.4
292.2	95.3
292.2	94.8
292.3	94.8
292.3	94.8
292.4	96.9
292.4	100
292.4	102.6
292.4	103.1
292.4	103.1
292.4	103.6
292.5	105.7
292.5	106.2
292.5	106.8
292.6	107.8
292.6	108.3
292.6	108.3
292.7	108.3
292.7	107.8
292.7	107.3
292.8	106.2
292.8	104.7
292.9	103.1
292.9	101.6
292.9	100
292.9	99
292.9	98.4
292.9	98.4
293	96.9
293	96.4
293	96.4
293.1	96.9
293.1	96.9
293.1	97.9
293.2	100
293.2	101.6
293.3	102.6
293.3	103.6
293.4	104.2
293.5	103.6
293.5	102.1
293.6	101
293.6	101
293.6	99.5
293.6	98.4
293.7	96.4
293.7	95.8
293.7	95.3
293.7	95.3
293.7	93.8
293.8	92.7
293.8	92.7
293.8	91.7
293.9	90.1
293.9	89.6
293.9	88.6
293.9	88.6
294	88.6
294.1	91.2
294.1	93.2
294.2	94.3
294.2	94.8
294.2	94.8
294.3	94.8
294.3	93.8
294.3	93.8
294.3	93.2
294.3	93.2
294.4	92.7
294.4	92.2
294.5	91.2
294.5	90.1
294.6	89.1
294.6	88.6
294.6	87.5
294.7	87.5
294.7	86
294.8	84.9
294.8	84.9
295	87
294.9	89.1
294.9	89.1
295	88
295.1	87
295.2	86.5
295.3	85.4
295.3	84.9
295.4	84.9
295.6	86.5
295.6	88
295.7	88.6
295.7	88.6
295.7	89.1
295.7	89.1
295.9	91.7
295.9	91.2
296	88.6
296.2	86.5
296.2	84.9
296.3	84.4
296.4	83.4
296.4	81.3
296.4	80.8
296.4	80.8
296.5	78.7
296.5	76.6
296.6	75
296.8	74.5
296.8	75.6
296.8	81.3
296.8	82.3
296.9	82.3
297	83.9
297	86
297	87.5
297	88.6
297	89.6
297.2	91.7
297.2	92.7
297.2	95.8
297.2	99
297.2	100
297.2	101
297.2	103.6
297.2	104.2
297.2	105.2
297.2	106.2
297.2	106.2
297.3	107.8
297.3	107.8
297.4	108.8
297.4	108.8
297.5	108.8
297.5	108.8
297.6	106.8
297.6	104.2
297.7	102.6
297.8	101
297.8	100.5
297.8	99.5
297.9	98.4
298	96.4
298	96.4
298.1	95.3
298.1	94.3
298.1	93.8
298.2	92.7
298.2	91.7
298.4	91.7
298.4	91.2
298.5	92.2
298.6	94.3
298.6	94.8
298.6	95.8
298.6	97.9
298.6	99.5
298.6	100
298.6	101
298.7	101.6
298.7	102.1
298.7	102.1
298.7	102.6
298.7	103.1
298.8	103.6
298.9	102.6
298.9	101.6
298.9	101
298.9	100
299	98.4
299	97.9
299.1	96.9
299.1	96.9
299.1	96.9
299.3	95.8
299.3	95.3
299.4	93.8
299.4	93.2
299.4	92.7
299.5	91.7
299.5	91.7
299.5	91.2
299.6	90.6
299.7	90.6
299.7	91.7
299.7	92.2
299.7	92.7
299.7	92.7
299.8	93.2
299.8	93.2
299.9	92.7
299.9	91.7
299.9	89.1
299.9	88.6
300	90.6
300.1	91.2
300.1	91.7
300.2	93.2
300.2	93.8
300.3	93.8
300.3	93.2
300.3	92.2
300.3	92.2
300.4	91.2
300.4	91.2
300.4	90.6
300.6	88.8
300.6	85.6
300.6	85.1
300.7	85.1
300.7	85.1
300.8	84.5
300.9	84
300.9	82.4
300.9	81.8
300.9	81.8
301	81.3
301.1	79.7
301.2	79.1
301.3	80.7
301.4	83.4
301.4	83.4
301.5	85.1
301.7	86.1
301.7	86.1
301.8	85.6
301.8	83.4
301.9	80.2
302	79.7
302.1	79.1
302.1	79.1
302.2	81.3
302.2	81.3
302.3	84
302.4	87.2
302.4	87.8
302.4	89.9
302.6	91.5
302.6	91.5
302.9	89.4
302.9	87.2
303	85.6
303	85.6
303	85.6
303.2	86.1
303.2	86.1
303.3	86.1
303.3	87.8
303.3	88.3
303.4	88.8
303.5	89.9
303.7	90.5
303.7	89.4
303.7	85.1
303.8	82.9
303.9	80.7
304	77
304	75.9
304	73.7
304.1	72.6
304.1	74.2
304.3	76.4
304.4	80.2
304.5	81.8
304.5	84
304.5	86.7
304.5	88.3
304.6	88.8
304.7	88.8
304.7	88.3
304.7	87.2
304.8	86.1
304.8	86.1
304.9	86.1
304.9	85.6
305.1	84
305.1	82.9
305.3	81.3
305.4	80.2
305.5	82.4
305.5	84.5
305.6	86.7
305.6	87.8
305.6	89.9
305.6	91.5
305.7	91
305.7	89.9
305.9	87.8
305.9	87.8
306.1	87.2
306.1	86.7
306.2	85.1
306.3	85.1
306.4	84.5
306.5	82.9
306.6	81.8
306.9	80.7
306.9	80.7
307	81.3
307.1	84
307.2	85.1
307.2	86.1
307.2	88.3
307.2	88.8
307.3	89.9
307.4	92.1
307.4	92.6
307.7	91.5
307.7	89.9
307.7	88.8
307.8	87.2
307.8	87.2
307.8	86.7
308	85.6
308	85.1
308.2	84.5
308.2	83.4
308.2	81.8
308.3	80.2
308.3	80.2
308.3	80.2
308.5	82.4
308.5	84.5
308.7	87.2
308.8	88.8
308.8	89.4
308.8	90.5
308.9	92.1
308.9	92.6
308.9	93.7
309	96.4
309	99.6
309.1	101.8
309.1	102.3
309.1	102.9
309.1	103.4
309.1	104
309.1	104.5
309.1	105
309.1	105.6
309.2	106.1
309.3	106.1
309.3	104.5
309.4	102.3
309.4	99.1
309.4	98
309.5	95.9
309.5	93.7
309.6	92.1
309.6	91.5
309.6	91
309.7	89.9
309.7	88.8
309.8	88.3
309.8	87.8
309.8	87.2
309.8	85.6
309.9	83.4
309.9	82.9
309.9	81.3
310	80.7
310.1	81.3
310.1	82.9
310.2	83.4
310.2	83.4
310.3	83.4
310.3	83.4
310.3	82.9
310.4	80.2
310.4	79.1
310.5	78
310.5	76.4
310.5	75.3
310.6	73.2
310.6	72.6
310.6	71.5
310.7	69.4
310.7	67.8
310.7	66.7
310.7	66.1
310.8	65.6
310.8	64.5
310.8	63.4
310.8	61.8
310.9	61.3
310.9	60.2
310.9	58.6
310.9	58.6
310.9	58.6
311.1	60.2
311.1	61.8
311.1	64
311.1	64.5
311.2	66.1
311.3	69.4
311.3	69.9
311.3	71.5
311.3	73.2
311.4	75.3
311.4	78
311.4	80.7
311.4	82.4
311.5	84.5
311.5	85.6
311.6	86.7
311.6	87.2
311.7	87.2
311.8	86.7
311.8	84.5
311.8	84
311.8	81.8
311.9	80.2
311.9	78.6
312	77
312	75.9
312.1	74.8
312.1	73.2
312.2	73.2
312.2	72.6
312.3	71
312.4	69.9
312.4	69.9
312.6	72.1
312.7	74.8
312.7	76.4
312.8	79.1
312.9	81.8
313	84
313	85.1
313	87.8
313	87.8
313.1	88.8
313.1	89.4
313.1	89.9
313.2	90.5
313.3	91.5
313.3	91.5
313.4	92.1
313.5	92.1
313.5	91.5
313.5	91
313.5	89.4
313.6	88.3
313.7	87.2
313.8	86.7
313.9	86.7
313.9	86.7
314	84.5
314	84
314	82.9
314	82.4
314.1	81.3
314.1	79.1
314.2	78
314.2	77
314.3	78.6
314.3	81.3
314.5	84
314.5	84
314.5	85.6
314.5	87.2
314.5	87.2
314.7	88.8
314.7	89.4
314.7	89.9
314.8	89.4
315	87.8
315.1	86.1
315.1	84
315.1	80.2
315.1	79.1
315.2	77
315.3	76.4
315.3	75.9
315.4	75.3
315.4	74.2
315.4	73.7
315.4	73.2
315.4	72.1
315.4	71.5
315.4	70.5
315.5	69.4
315.5	69.4
315.5	68.3
315.6	66.7
315.6	65.6
315.6	64
315.7	63.4
315.7	62.9
315.9	63.4
316	67.2
316	67.8
316.1	68.3
316.1	70.5
316.1	70.5
316.3	70.5
316.4	69.9
316.4	71.5
316.4	72.1
316.5	73.2
316.6	77
316.6	78.6
316.7	80.2
316.7	81.3
316.8	82.9
316.8	84
316.9	84
316.9	84
317	84
317	82.9
317.1	80.7
317.1	79.7
317.1	78
317.2	77
317.2	76.4
317.4	75.9
317.5	75.9
317.6	77.5
317.6	78
317.6	78
317.6	79.1
317.6	80.7
317.6	82.4
317.7	83.4
317.8	85.6
317.8	85.6
318	87.2
318	87.8
318	89.4
318.1	90.5
318.2	92.6
318.2	93.2
318.2	94.8
318.2	95.9
318.3	95.9
318.3	95.9
318.3	95.9
318.4	97.5
318.5	98
318.6	98.6
318.6	99.1
318.6	100.2
318.7	100.2
318.8	100.2
318.8	99.6
318.9	98
319	97.5
319	95.3
319.1	94.8
319.3	93.7
319.3	92.6
319.4	89.9
319.4	89.9
319.4	89.4
319.4	88.3
319.4	87.8
319.5	88.8
319.6	89.9
319.7	89.9
319.7	89.4
319.8	87.8
319.9	86.7
319.9	85.6
319.9	85.1
320	84.5
320.1	82.9
320.1	81.3
320.1	81.8
320.3	85.1
320.3	87.2
320.3	87.8
320.3	89.9
320.4	91
320.4	92.6
320.4	93.7
320.6	94.2
320.7	94.2
320.7	94.8
320.8	94.2
320.8	91.5
320.9	91
320.9	90.5
321	90.5
321.1	90.5
321.1	91
321.2	93.2
321.3	95.9
321.4	95.9
321.4	99.1
321.5	102.9
321.6	105
321.6	107.2
321.7	110.5
321.7	107.2
321.7	111
321.8	112.1
321.8	112.1
322	112.6
322.1	114.2
322.2	115.9
322.3	117.5
322.4	119.1
322.4	120.7
322.5	120.7
322.6	119.6
322.7	118
322.7	117.5
322.7	115.3
322.8	114.2
322.9	114.2
322.9	114.2
323	114.8
323	114.8
323	114.8
323.2	114.2
323.4	113.2
323.4	111
323.4	110.5
323.3	111.5
323.3	111.5
323.3	111
323.4	109.9
323.5	109.4
323.5	109.4
323.6	108.8
323.6	111
323.6	112.6
323.6	113.2
323.7	113.7
323.8	113.7
323.8	111.5
323.9	111
323.9	110.5
323.9	109.4
324	108.8
324.1	107.8
324.3	106.7
324.4	106.1
324.4	106.1
324.5	105.6
324.6	104.5
324.6	104.5
324.8	106.1
324.9	107.8
325	109.4
325.2	111
325.2	112.1
325.2	111
325.3	110.5
325.3	108.8
325.3	107.8
325.6	107.8
325.6	107.2
325.6	105.6
325.6	103.4
325.7	102.9
325.7	102.9
325.7	102.9
325.9	104
325.9	106.1
325.9	106.7
325.9	106.7
325.9	108.3
325.9	108.8
326	108.8
326.1	107.2
326.2	105.6
326.2	105.6
326.4	105.6
326.4	105.6
326.6	104.5
326.7	104.5
326.8	105
326.9	106.7
326.9	107.2
327	107.8
327.1	108.3
327.1	107.8
327.3	105.6
327.4	104.5
327.4	104.5
327.4	105
327.4	105.6
327.4	105.6
327.5	105
327.7	102.3
327.7	102.3
327.8	104.5
327.8	105
327.9	106.1
328	106.7
328	106.7
328.1	106.1
328.3	104.5
328.3	104.5
328.3	103.4
328.3	103.4
328.4	102.3
328.5	102.3
328.5	102.9
328.6	103.4
328.6	104.5
328.7	104.5
328.7	104.5
328.8	104.5
328.8	104.5
329	103.4
329	102.3
329	100.2
329.1	98.6
329.1	100.7
329.1	101.8
329.2	102.9
329.3	103.4
329.4	104
329.4	104
329.5	104
329.6	103.4
329.7	101.8
329.7	100.2
329.7	98.6
330	96.4
330	95.9
330.1	99.1
330.1	101.8
330.1	102.3
330.1	102.9
330.2	104
330.3	106.1
330.5	108.8
330.6	110.5
330.6	111.5
330.6	111.5
330.6	111.5
330.6	111
330.7	110.5
330.8	109.4
330.8	107.8
330.9	108.3
331	109.4
331.1	111
331.1	111.5
331.3	111.5
331.4	111
331.4	108.8
331.4	108.3
331.5	108.3
331.7	109.4
331.7	107.8
331.8	107.2
331.9	106.7
331.9	106.1
332	104.5
332	104
332.2	102.9
332.3	102.9
332.5	104
332.6	104.5
332.6	104.5
332.8	107.8
332.9	108.3
332.9	108.3
333	111
333	111
333	112.6
333.2	115.3
333.2	115.9
333.3	114.8
333.4	113.7
333.5	113.2
333.6	114.8
333.8	119.1
333.8	119.6
333.8	121.3
333.8	124
333.9	126.7
334	127.2
334.1	126.7
334.1	124.5
334.1	121.3
334.1	118.6
334.2	116.4
334.2	114.8
334.3	113.2
334.3	112.6
334.4	113.7
334.5	114.2
334.6	113.2
334.6	113.2
334.6	110.5
334.8	108.3
334.8	109.4
334.9	110.5
334.9	111.5
335	112.6
335	113.2
335.1	113.2
335.2	112.1
335.3	111.5
335.3	111
335.5	111
335.7	112.1
335.7	112.6
335.8	113.7
335.8	113.7
335.8	113.7
335.9	113.7
336	112.6
336	111
336.1	108.8
336.2	108.3
336.4	107.8
336.5	107.8
336.6	109.9
336.9	112.1
337	112.6
337	112.6
337.1	112.1
337.1	109.4
337.1	108.3
337.1	107.8
337.2	106.7
337.2	106.1
337.3	106.7
337.4	107.8
337.3	106.1
337.4	108.8
337.4	109.4
337.6	111
337.8	111.5
337.9	112.1
338	112.6
338.1	112.1
338.1	111.5
338.2	108.8
338.3	107.2
338.3	108.3
338.3	109.9
338.3	110.5
338.5	110.5
338.5	109.4
338.6	107.8
338.6	106.1
338.8	105.6
338.9	107.2
338.9	107.8
339	108.3
339.2	108.3
339.3	107.8
339.5	107.8
339.6	110.5
339.7	112.6
339.8	114.8
339.9	115.9
340.1	116.9
340.1	113.7
340.1	112.1
340.2	111.5
340.3	110.5
340.3	110.5
340.4	109.9
340.6	109.4
340.7	108.8
340.8	108.8
341	109.4
341.2	111.5
341.4	113.7
341.6	116.4
341.6	116.4
341.6	118
341.7	119.1
341.9	120.7
342	121.3
342.1	119.6
342.3	117.5
342.3	117.5
342.3	115.3
342.4	113.7
342.4	112.1
342.5	109.9
342.6	109.4
342.6	109.4
342.7	108.3
342.7	108.3
342.8	106.7
342.8	106.1
343	104.5
343.1	104
343.2	103.4
343.2	102.3
343.2	101.3
343.3	100.7
343.3	100.2
343.3	99.6
343.5	100.7
343.5	101.3
343.6	102.3
343.7	102.9
343.7	103.4
343.7	106.7
343.8	108.3
343.9	109.9
344	113.2
344	113.7
344.1	114.2
344.1	114.2
344.2	114.2
344.2	113.7
344.1	107.2
344.4	105
344.5	108.3
344.5	108.8
344.5	110.5
344.5	110.5
344.7	109.4
344.7	107.8
344.8	106.7
344.8	106.1
344.8	105.6
344.8	109.4
344.8	108.3
345	107.2
345.2	106.7
345.2	106.7
345.3	107.2
345.3	111.5
345.4	113.7
345.4	115.9
345.4	115.9
345.4	118
345.4	120.2
345.5	120.7
345.5	121.3
345.5	121.3
345.7	120.2
345.8	119.1
345.8	118.6
345.8	116.9
345.9	116.9
346	116.4
346	114.8
346.1	113.7
346.2	112.1
346.2	111.5
346.3	109.9
346.4	111
346.4	112.1
346.4	111.5
346.4	110.5
346.5	108.8
346.7	107.8
346.8	107.8
346.9	107.8
347	108.3
347	108.3
347	110.5
347	111
347.1	112.1
347.1	113.7
347.2	115.3
347.3	114.2
347.3	113.7
347.4	113.7
347.5	114.8
347.6	115.3
347.6	116.9
347.7	119.6
347.8	120.2
347.9	117.5
347.9	116.4
347.9	116.4
348	115.3
348	115.3
348.1	114.2
348.2	112.6
348.3	111.5
348.4	110.5
348.4	109.4
348.5	107.8
348.5	107.8
348.5	107.8
348.6	106.1
348.6	105
348.6	104.5
348.6	104.5
348.7	104
348.9	104
348.9	104
349	104
349	105
349	107.2
349.1	108.8
349.1	111
349.1	112.1
349.1	114.2
349.1	114.8
349.1	115.9
349.2	117.5
349.2	118.6
349.4	119.1
349.5	119.1
349.5	118.6
349.6	116.9
349.6	116.4
349.7	116.4
349.8	116.4
349.9	116.4
350	114.2
350.1	112.1
350.1	111
350.2	109.9
350.2	108.3
350.3	106.7
350.3	106.1
350.3	103.4
350.3	103.4
350.4	102.3
350.5	100.7
350.5	100.7
350.5	101.3
350.5	101.8
350.6	103.4
350.6	104
350.6	104
350.7	104.5
350.7	105
350.8	105
350.8	102.3
350.9	100.2
350.9	99.1
350.9	100.2
351	102.3
351	104
351.2	105.6
351.3	106.1
351.4	105
351.4	104.5
351.4	104.5
351.5	104.5
351.5	105.6
351.5	107.2
351.5	107.8
351.5	108.8
351.6	110.5
351.6	111.5
351.7	112.6
351.8	113.7
351.8	114.2
351.9	115.9
351.9	116.9
352	118.6
352	119.1
352	119.1
352.1	118.6
352.1	115.3
352.1	113.2
352.2	112.1
352.4	111
352.5	111
352.6	111.5
352.6	112.1
352.6	112.1
352.6	110.5
352.7	110.5
352.7	108.8
352.7	106.1
352.7	105
352.8	104
352.9	103.4
353	105.6
353	108.3
353.1	111.5
353.2	112.6
353.3	114.2
353.3	114.2
353.4	114.8
353.5	113.7
353.5	109.4
353.5	108.3
353.5	107.2
353.6	106.1
353.9	106.1
353.9	108.8
353.9	109.9
354	111
354.1	112.1
354.1	114.2
354.1	114.2
354.1	115.3
354.3	117.5
354.4	119.1
354.5	120.2
354.5	120.7
354.5	120.7
354.6	121.3
354.6	119.1
354.7	117.5
354.8	114.2
354.8	112.6
355	111
355	109.4
355.1	108.8
355.1	108.8
355.2	108.8
355.3	110.5
355.3	111.5
355.3	111.5
355.4	112.6
355.4	113.7
355.5	114.2
355.5	114.2
355.6	113.2
355.6	111.5
355.6	111
355.6	111.5
355.6	113.2
355.7	114.2
355.8	114.8
355.9	115.3
356	115.9
356.1	114.2
356.1	113.2
356.1	112.6
356.1	112.1
356.2	111.5
356.2	111
356.3	109.9
356.4	108.8
356.4	108.3
356.4	107.2
356.5	106.1
356.6	106.7
356.7	108.8
356.8	111
356.8	111
356.9	112.1
357	114.2
357	116.4
357	118.6
357.1	120.2
357.1	121.8
357.1	124
357.2	125
357.2	125.6
357.2	126.7
357.2	127.2
357.2	128.3
357.3	129.9
357.3	130.4
357.3	131.5
357.4	132.1
357.4	132.6
357.4	132.6
357.6	131
357.7	128.3
357.7	124.5
357.8	123.4
357.9	119.6
357.9	119.6
357.9	118.6
358	118
358.1	118
358.1	118
358.2	116.9
358.2	115.3
358.2	114.8
358.3	113.2
358.5	109.4
358.6	106.1
358.7	104
358.7	101.8
358.7	97.5
358.8	94.8
358.8	92.1
358.8	87.8
358.8	85.6
358.9	83.4
358.9	82.4
358.9	80.7
358.9	80.2
358.9	77
358.9	73.2
359	70.5
359	68.3
359	65.6
359.2	58.6
359.2	58
359.3	57.5
359.3	56.4
359.5	56.4
359.5	56.4
359.5	58
359.6	58.6
359.6	57.5
359.6	56.4
359.7	54.8
359.7	54.3
359.9	52.1
359.9	51.6
360	49.9
360	47.8
360.1	47.8
360.3	51
360.3	54.3
360.3	54.8
360.3	56.4
360.3	61.8
360.3	62.9
360.4	66.1
360.4	66.7
360.4	68.8
360.5	73.2
360.5	73.2
360.6	75.9
360.6	77
360.6	78
360.6	78.6
360.6	80.2
360.6	80.2
360.7	78
360.7	77.5
360.8	75.9
360.9	73.7
360.9	73.2
360.9	72.1
361	70.5
361.1	69.4
361.1	68.8
361.2	67.2
361.2	67.2
361.2	66.7
361.3	66.1
361.4	66.1
361.4	65.6
361.6	65.6
361.6	65.6
361.8	65.6
361.8	65.6
361.9	65.1
362	64.5
362	64.5
362.1	64.5
362.2	66.1
362.3	67.2
362.4	67.8
362.4	66.7
362.5	66.7
362.9	68.3
363	68.3
363	68.3
363	68.8
363.1	70.5
363.1	70.5
363.1	72.1
363.1	73.7
363.2	75.3
363.4	75.9
363.5	75.3
363.6	74.2
363.6	74.2
363.6	77
363.7	78
363.8	79.7
363.8	80.7
364	80.2
364	78
364	78.6
364.1	79.7
364.1	79.7
364.4	80.7
364.4	80.2
364.4	78.6
364.4	77.5
364.4	77
364.4	75.9
364.6	75.3
364.6	75.3
364.8	72.1
364.8	69.9
364.8	68.8
364.8	66.1
364.8	64
364.8	63.4
364.8	62.4
364.9	58.6
364.9	58
365.1	52.1
365.1	51
365.1	48.3
365.1	47.2
365.1	46.1
365.2	45.1
365.2	43.4
365.4	42.4
365.4	42.4
365.5	42.4
365.6	41.8
365.6	41.8
365.7	41.8
365.7	41.8
365.8	41.8
366	43.4
366	46.1
366.2	49.9
366.3	53.2
366.3	54.3
366.3	54.8
366.3	57
366.3	57.5
366.3	58.6
366.4	61.3
366.4	61.8
366.4	64
366.5	65.6
366.5	68.3
366.6	68.3
366.7	65.6
366.8	61.8
366.8	58.6
366.8	57
366.8	53.7
366.8	51
366.8	49.4
366.8	47.8
366.9	46.1
366.9	45.1
366.9	44.5
366.9	44.5
366.9	43.4
366.9	41.8
366.9	40.2
367	38
367	37
367	35.3
367.1	32.1
367.2	31.6
367.2	30.5
367.3	30.5
367.3	30.5
367.4	31.6
367.5	32.1
367.6	31.6
367.6	29.9
367.8	28.9
367.9	30.5
367.9	31
368	31
368.1	31
368.3	30.5
368.5	29.9
368.6	29.9
368.7	31
368.7	32.6
369	34.8
369	34.8
369	35.9
369.1	36.4
369.2	36.4
369.3	37
369.4	37
369.6	38
369.7	38
369.7	38.6
369.8	39.1
369.9	39.7
369.9	39.1
370	38.6
370	38.6
370.1	38.6
370.1	39.7
370.2	40.7
370.2	40.7
370.3	40.7
370.3	41.3
370.3	40.2
370.4	38
370.4	36.4
370.4	36.4
370.5	35.9
370.5	34.8
370.6	34.3
370.6	33.2
370.7	32.6
370.7	32.1
370.7	32.1
370.8	32.1
370.9	32.6
370.9	32.6
370.9	33.2
371.1	34.8
371.2	35.3
371.3	36.4
371.4	36.4
371.4	36.4
371.4	34.3
371.4	33.2
371.5	32.1
371.6	31.6
371.6	30.5
371.6	28.9
371.8	27.8
372	28.3
372.1	28.9
372.2	29.9
372.3	29.9
372.3	28.9
372.4	27.8
372.4	27.2
372.5	27.8
372.6	28.9
372.7	28.9
372.8	27.8
372.9	26.7
373.1	25.6
373.2	26.2
373.4	28.3
373.5	29.9
373.5	31
373.6	31
373.6	31.6
373.8	32.1
373.9	31
373.9	29.9
374	29.4
374.1	31
374.2	31.6
374.3	32.1
374.4	32.6
374.6	32.6
374.6	32.6
374.6	32.6
375	33.2
375	33.2
375.1	32.6
375	31
375	30.5
375.1	29.4
375.2	28.9
375.3	28.9
375.4	29.9
375.6	28.3
375.6	28.3
375.8	28.3
375.8	30.5
375.8	32.1
375.9	33.2
375.9	35.3
375.9	35.9
375.9	35.9
376	36.4
376.1	36.4
376.1	36.4
376.2	34.8
376.2	34.3
376.3	33.7
376.4	34.8
376.4	34.8
376.5	34.8
376.5	33.7
376.7	31.6
376.8	31.6
376.9	32.6
376.9	33.2
377	34.8
377	35.3
377.1	37
377.2	38
377.3	39.7
377.3	40.2
377.4	41.8
377.5	42.4
377.6	43.4
377.6	44
377.7	45.1
377.8	45.6
377.9	45.6
377.9	45.1
378	43.4
378.2	44
378.2	44
378.4	42.9
378.4	42.4
378.5	41.8
378.6	40.7
378.6	40.7
378.7	39.7
378.9	39.1
378.9	39.7
379	40.2
379.1	40.2
379.2	40.7
379.3	40.7
379.3	40.7
379.3	40.7
379.4	40.7
379.5	41.3
379.6	41.8
379.7	43.4
379.8	44.5
379.8	45.6
379.8	46.1
379.8	46.1
379.9	45.6
379.9	45.1
379.9	44.5
380	42.9
380	41.8
380.1	40.7
380.2	39.7
380.2	39.1
380.2	39.1
380.3	39.1
380.3	39.1
380.3	39.1
380.4	39.7
380.4	39.7
380.4	40.2
380.5	40.2
380.6	40.2
380.6	40.2
380.6	39.7
380.8	40.2
380.8	41.3
380.9	42.4
381.1	42.9
381.2	44
381.3	45.1
381.3	46.1
381.4	46.1
381.4	46.1
381.5	46.1
381.5	46.1
