"Row","Depth","RES","RES Color","Top Names","Top Depth","Top Color"
"2558","406.3","22.8","","","",""
"2559","407","19.3","","","",""
"2560","407","18.8","","","",""
"2561","407.2","20.6","","","",""
"2562","407.2","20.6","","","",""
"2563","407.2","20.1","","","",""
"2564","407.4","18.1","","","",""
"2565","408","18.6","","","",""
"2566","408","20.6","","","",""
"2567","408","22","","","",""
"2568","408.3","22","","","",""
"2569","408.5","22","","","",""
"2570","408.5","20.6","","","",""
"2571","408.7","21.2","","","",""
"2572","408.7","22.6","","","",""
"2573","408.9","22.6","","","",""
"2574","409.1","24.1","","","",""
"2575","409.1","26.7","","","",""
"2576","409.3","27.5","","","",""
"2577","409.7","25","","","",""
"2578","410.2","22","","","",""
"2579","410.6","20.1","","","",""
"2580","411","21.2","","","",""
"2581","411","22","","","",""
"2582","411","23.5","","","",""
"2583","411.3","25.7","","","",""
"2584","411.3","26.7","","","",""
"2585","411.5","30.4","","","",""
"2586","411.5","32.4","","","",""
"2587","411.9","31.5","","","",""
"2588","411.9","26","","","",""
"2589","412.6","21.4","","","",""
"2590","413.2","18.1","","","",""
"2591","413.5","22","","","",""
"2592","413.5","25","","","",""
"2593","413.5","28.5","","","",""
"2594","413.5","29.3","","","",""
"2595","413.5","31.2","","","",""
"2596","413.5","31.2","","","",""
"2597","413.5","32.4","","","",""
"2598","413.5","29.6","","","",""
"2599","413.5","29.3","","","",""
"2600","413.5","30.4","","","",""
"2601","413.5","34.6","","","",""
"2602","413.6","40.4","","","",""
"2603","413.6","42","","","",""
"2604","413.6","54.3","","","",""
"2605","413.6","55.9","","","",""
"2606","413.9","58","","","",""
"2607","413.9","59.6","","","",""
"2608","414.1","56.4","","","",""
"2609","414.5","49.5","","","",""
"2610","414.5","46.4","","","",""
"2611","414.5","42","","","",""
"2612","414.5","40.8","","","",""
"2613","415.4","44.8","","","",""
"2614","415.4","46","","","",""
"2615","415.4","50.9","","","",""
"2616","415.4","59.6","","","",""
"2617","415.6","61.8","","","",""
"2618","415.8","52.8","","","",""
"2619","415.8","40.8","","","",""
"2620","415.8","33.6","","","",""
"2621","416","26.7","","","",""
"2622","416.2","21.4","","","",""
"2623","416.2","19.3","","","",""
"2624","416.2","16.5","","","",""
"2625","416.5","14","","","",""
"2626","416.5","12.3","","","",""
"2627","416.9","10.1","","","",""
"2628","416.9","8.7","","","",""
"2629","416.9","8.1","","","",""
"2630","417.1","7.8","","","",""
"2631","417.3","8.6","","","",""
"2632","417.5","9.2","","","",""
"2633","418","9.5","","","",""
"2634","418","9.5","","","",""
"2635","418.2","9.5","","","",""
"2636","418.2","10.8","","","",""
"2637","418.4","12.7","","","",""
"2638","419.1","12","","","",""
"2639","419.1","12","","","",""
"2640","419.3","11.5","","","",""
"2641","419.9","11.2","","","",""
"2642","419.9","10.5","","","",""
"2643","419.9","10.1","","","",""
"2644","419.9","11.9","","","",""
"2645","420.1","13.5","","","",""
"2646","420.4","16.4","","","",""
"2647","420.8","18.6","","","",""
"2648","421","22","","","",""
"2649","421","24.1","","","",""
"2650","421","25.7","","","",""
"2651","421","26.7","","","",""
"2652","421.2","23.5","","","",""
"2653","421.2","23.5","","","",""
"2654","421.7","24.1","","","",""
"2655","421.7","26.7","","","",""
"2656","422.1","29.3","","","",""
"2657","422.3","32.4","","","",""
"2658","422.3","33.3","","","",""
"2659","422.3","35.5","","","",""
"2660","422.3","40.4","","","",""
"2661","422.3","43.1","","","",""
"2662","422.3","50.9","","","",""
"2663","422.7","67.8","","","",""
"2664","422.7","70.3","","","",""
"2665","422.7","82.3","","","",""
"2666","423","85.4","","","",""
"2667","423","93.6","","","",""
"2668","423","97.1","","","",""
"2669","423","103.6","","","",""
"2670","423","103.6","","","",""
"2671","423.1","106.5","","","",""
"2672","423.6","97.1","","","",""
"2673","423.4","88.6","","","",""
"2674","423.4","85.4","","","",""
"2675","423.4","91.1","","","",""
"2676","423.6","93.6","","","",""
"2677","423.6","97.1","","","",""
"2678","423.8","97.1","","","",""
"2679","423.8","103.6","","","",""
"2680","423.8","110.5","","","",""
"2681","423.8","107.5","","","",""
"2682","424","103.6","","","",""
"2683","424","110.5","","","",""
"2684","424","117.9","","","",""
"2685","424.3","125.8","","","",""
"2686","424.3","137.9","","","",""
"2687","424.4","156.9","","","",""
"2688","424.4","162.8","","","",""
"2689","424.7","178.6","","","",""
"2690","424.9","190.5","","","",""
"2691","424.9","197.6","","","",""
"2692","413.2","25","","","",""
"2693","413.2","23.5","","","",""
"2694","413.2","22.8","","","",""
"2695","412.8","21.4","","","",""
"2696","412.2","20.6","","","",""
"2697","412.2","22.6","","","",""
"2698","412.6","24.1","","","",""
"2699","412.6","26.7","","","",""
"2700","412.4","29.3","","","",""
"2701","411.7","32.4","","","",""
"2702","411.5","31.5","","","",""
"2703","411.5","28.5","","","",""
"2704","403.3","25","","","",""
"2705","403.3","25.7","","","",""
"2706","403.5","26.7","","","",""
"2707","403.5","28.5","","","",""
"2708","403.5","28.5","","","",""
"2709","402.6","29.3","","","",""
"2710","402.6","30.4","","","",""
"2711","402.6","32.4","","","",""
"2712","402.5","34.6","","","",""
"2713","401.2","14.4","","","",""
"2714","401.2","14.4","","","",""
"2715","401.2","14.9","","","",""
"2716","401.2","15.9","","","",""
"2717","401.2","16.4","","","",""
"2718","401.4","14.5","","","",""
"2719","401.4","13.6","","","",""
"2720","412.6","22.8","","","",""
"2721","412.6","23.5","","","",""
"2722","412.6","24.1","","","",""
"2723","412.4","26.7","","","",""
"2724","412","27.5","","","",""
"2725","412","28.5","","","",""
"2726","413.9","36.9","","","",""
"2727","413.9","44.8","","","",""
"2728","413.9","49.1","","","",""
"2729","413.9","52.4","","","",""
"2730","414.1","55.9","","","",""
"2731","414.3","59.6","","","",""
"2732","414.5","58","","","",""
"2733","414.5","50.9","","","",""
"","","","","","",""
