"Row","Depth","RES","RES Color","Top Names","Top Depth","Top Color"
"1740","247.3","11","","","",""
"1741","247.3","11","","","",""
"1742","247.4","11","","","",""
"1743","247.6","11","","","",""
"1744","247.8","11.2","","","",""
"1745","247.8","11.2","","","",""
"1746","248","10.7","","","",""
"1747","248","10.7","","","",""
"1748","248.1","11.8","","","",""
"1749","248.1","11.8","","","",""
"1750","248.4","12.1","","","",""
"1751","248.6","12.4","","","",""
"1752","248.6","12.7","","","",""
"1753","248.6","12.7","","","",""
"1754","248.8","12.5","","","",""
"1755","248.8","12.1","","","",""
"1756","248.8","11.5","","","",""
"1757","248.8","11","","","",""
"1758","248.8","10.7","","","",""
"1759","248.8","9.9","","","",""
"1760","248.8","9.9","","","",""
"1761","248.8","9.7","","","",""
"1762","248.8","9.5","","","",""
"1763","249","9.5","","","",""
"1764","249.1","9","","","",""
"1765","249.1","8.8","","","",""
"1766","249.3","8.8","","","",""
"1767","249.3","9","","","",""
"1768","249.3","9","","","",""
"1769","249.5","9.5","","","",""
"1770","249.5","9.9","","","",""
"1771","249.5","10.4","","","",""
"1772","249.8","10.7","","","",""
"1773","250.1","11","","","",""
"1774","250.3","11.2","","","",""
"1775","250.3","11.5","","","",""
"1776","250.3","11.5","","","",""
"1777","250.2","10.5","","","",""
"1778","250.2","10.5","","","",""
"1779","250.2","10.3","","","",""
"1780","250.2","9.8","","","",""
"1781","250.5","9.1","","","",""
"1782","250.7","9.1","","","",""
"1783","250.7","9.5","","","",""
"1784","250.9","10.2","","","",""
"1785","251.2","10.5","","","",""
"1786","251.4","11.1","","","",""
"1787","251.4","11.6","","","",""
"1788","251.5","11.4","","","",""
"1789","251.5","11.1","","","",""
"1790","251.7","10.8","","","",""
"1791","251.7","11.3","","","",""
"1792","252.2","11.9","","","",""
"1793","252.2","11.4","","","",""
"1794","252.2","10.5","","","",""
"1795","252.2","10.3","","","",""
"1796","252.4","9.8","","","",""
"1797","252.6","9.3","","","",""
"1798","252.6","9.1","","","",""
"1799","252.6","9.3","","","",""
"1800","252.6","10","","","",""
"1801","252.8","10.7","","","",""
"1802","252.9","11.1","","","",""
"1803","252.9","11.3","","","",""
"1804","252.9","11.1","","","",""
"1805","253.1","10.8","","","",""
"1806","253.1","10.5","","","",""
"1807","253.1","10.3","","","",""
"1808","253.3","10","","","",""
"1809","253.5","10","","","",""
"1810","253.6","10","","","",""
"1811","253.6","10.2","","","",""
"1812","253.6","10.2","","","",""
"1813","253.6","10.5","","","",""
"1814","253.8","10.7","","","",""
"1815","253.8","11.1","","","",""
"1816","253.8","11.3","","","",""
"1817","253.9","11.6","","","",""
"1818","254.1","11.9","","","",""
"1819","254.1","12.2","","","",""
"1820","254.1","12.5","","","",""
"1821","254.1","13.1","","","",""
"1822","254.3","12.8","","","",""
"1823","254.3","12.6","","","",""
"1824","254.5","12.2","","","",""
"1825","254.5","12.2","","","",""
"1826","254.6","12","","","",""
"1827","254.8","12","","","",""
"1828","254.8","12.2","","","",""
"1829","254.8","12.2","","","",""
"1830","255","11.6","","","",""
"1831","255","11.4","","","",""
"1832","255.2","11.1","","","",""
"1833","255.3","11.3","","","",""
"1834","255.3","11.6","","","",""
"1835","255.3","11.9","","","",""
"1836","255.3","12.2","","","",""
"1837","255.3","12.5","","","",""
"1838","255.5","12.8","","","",""
"1839","255.7","13.1","","","",""
"1840","255.8","12.8","","","",""
"1841","255.8","12.6","","","",""
"1842","255.8","12.2","","","",""
"1843","255.8","12.2","","","",""
"1844","256","12","","","",""
"1845","256.2","12","","","",""
"1846","256.2","12","","","",""
"1847","256.2","11.6","","","",""
"1848","256.2","11.4","","","",""
"1849","256.2","11.1","","","",""
"1850","256.2","10.8","","","",""
"1851","256.2","10.3","","","",""
"1852","256.3","10.3","","","",""
"1853","256.3","10.5","","","",""
"1854","256.5","10.5","","","",""
"1855","256.9","10.5","","","",""
"1856","256.9","11.1","","","",""
"1857","256.9","11.3","","","",""
"1858","257","11.3","","","",""
"1859","257.2","11.3","","","",""
"1860","257.2","10.8","","","",""
"1861","257.2","10.5","","","",""
"1862","257.6","10.5","","","",""
"1863","257.6","11.1","","","",""
"1864","257.6","11.3","","","",""
"1865","257.6","11.6","","","",""
"1866","257.7","11.4","","","",""
"1867","257.9","10.8","","","",""
"1868","257.9","10.5","","","",""
"1869","257.9","10.3","","","",""
"1870","257.9","9.8","","","",""
"1871","258","8.9","","","",""
"1872","258.4","8.9","","","",""
"1873","258.4","9.1","","","",""
"1874","258.4","9.3","","","",""
"1875","258.4","9.5","","","",""
"1876","258.4","9.7","","","",""
"1877","258.7","9.7","","","",""
"1878","258.7","9.3","","","",""
"1879","258.7","9.3","","","",""
"1880","258.7","9.1","","","",""
"1881","259.1","8.2","","","",""
"1882","259.3","8","","","",""
"1883","259.3","7.8","","","",""
"1884","259.3","7.8","","","",""
"1885","259.3","8","","","",""
"1886","259.3","8.4","","","",""
"1887","259.4","8.6","","","",""
"1888","259.4","8.8","","","",""
"1889","259.6","9.1","","","",""
"1890","259.8","9.1","","","",""
"1891","260.1","9.1","","","",""
"1892","260.1","9.3","","","",""
"1893","260.1","9.5","","","",""
"1894","260.4","9.7","","","",""
"1895","260.6","10","","","",""
"1896","260.8","10.2","","","",""
"1897","261","10.5","","","",""
"1898","261","10.3","","","",""
"1899","261","10","","","",""
"1900","261","9.5","","","",""
"1901","261","9.5","","","",""
"1902","261.1","9.7","","","",""
"1903","261.1","9.7","","","",""
"1904","261.3","9.7","","","",""
"1905","261.5","9.7","","","",""
"1906","261.7","10","","","",""
"1907","261.8","10.2","","","",""
"1908","261.8","10.5","","","",""
"1909","262","10.7","","","",""
"1910","262.2","10.5","","","",""
"1911","262.3","10.3","","","",""
"1912","262.5","10","","","",""
"1913","262.7","9.5","","","",""
"1914","262.8","9.5","","","",""
"1915","262.8","9.1","","","",""
"1916","263","9.1","","","",""
"1917","263.2","9.1","","","",""
"1918","263.2","9.1","","","",""
"1919","263.2","9.3","","","",""
"1920","263.2","9.5","","","",""
"1921","263.2","9.7","","","",""
"1922","263.3","9.7","","","",""
"1923","263.3","9.5","","","",""
"1924","263.3","9.1","","","",""
"1925","263.3","8.6","","","",""
"1926","263.3","8.6","","","",""
"1927","263.6","7.8","","","",""
"1928","263.6","7.6","","","",""
"1929","263.6","7.1","","","",""
"1930","263.6","6.7","","","",""
"1931","263.6","6.4","","","",""
"1932","263.6","6.2","","","",""
"1933","263.8","6.2","","","",""
"1934","263.8","6.7","","","",""
"1935","264","7.2","","","",""
"1936","264","7.4","","","",""
"1937","264","7.8","","","",""
"1938","264","8","","","",""
"1939","264","8.4","","","",""
"1940","264","8.8","","","",""
"1941","264","9","","","",""
"1942","264","9.3","","","",""
"1943","264.2","9.9","","","",""
"1944","264.2","10.2","","","",""
"1945","264.2","11","","","",""
"1946","264.2","11.9","","","",""
"1947","264.3","12.1","","","",""
"1948","264.3","12.5","","","",""
"1949","264.5","11.6","","","",""
"1950","264.5","11.6","","","",""
"1951","264.5","11.1","","","",""
"1952","264.5","10.7","","","",""
"1953","264.5","11","","","",""
"1954","264.5","11.3","","","",""
"1955","264.6","11.5","","","",""
"1956","264.6","11.9","","","",""
"1957","264.6","12.1","","","",""
"1958","264.6","13.4","","","",""
"1959","264.8","13.8","","","",""
"1960","264.8","14.5","","","",""
"1961","264.8","14.8","","","",""
"1962","265","15.2","","","",""
"1963","265","15.5","","","",""
"1964","265","16","","","",""
"1965","265","17.2","","","",""
"1966","265","18.6","","","",""
"1967","265","19.5","","","",""
"1968","265","19.9","","","",""
"1969","265","19.9","","","",""
"1970","264.8","19.9","","","",""
"1971","264.8","20.5","","","",""
"1972","264.8","20.9","","","",""
"1973","264.8","21.5","","","",""
"1974","264.8","21.5","","","",""
"1975","264.8","22.6","","","",""
"1976","264.8","23.1","","","",""
"1977","264.8","23.8","","","",""
"1978","264.8","25","","","",""
"1979","264.8","26.3","","","",""
"1980","265","26.8","","","",""
"1981","265","28.2","","","",""
"1982","265","31.2","","","",""
"1983","265.2","32.8","","","",""
"1984","265.2","33.7","","","",""
"1985","265.2","34.4","","","",""
"1986","265.2","37.2","","","",""
"1987","265.3","38","","","",""
"1988","265.3","39.1","","","",""
"1989","265.3","39.1","","","",""
"1990","265.3","38.3","","","",""
"1991","265.3","33.7","","","",""
"1992","265.3","33","","","",""
"1993","265.5","32.1","","","",""
"1994","265.5","30.5","","","",""
"1995","265.5","28.4","","","",""
"1996","265.5","27","","","",""
"1997","265.7","25","","","",""
"1998","265.7","23.3","","","",""
"1999","265.7","22.2","","","",""
"2000","265.7","20.5","","","",""
"2001","265.9","19.5","","","",""
"2002","265.9","19.1","","","",""
"2003","265.9","18.2","","","",""
"2004","265.9","17.3","","","",""
"2005","265.9","16.5","","","",""
"2006","265.9","15.7","","","",""
"2007","265.9","14.9","","","",""
"2008","265.9","14.2","","","",""
"2009","265.9","13.1","","","",""
"2010","265.9","12.8","","","",""
"2011","265.9","12.2","","","",""
"2012","265.9","11.6","","","",""
"2013","266","11.1","","","",""
"2014","266.5","9.7","","","",""
"2015","266.7","9.7","","","",""
"2016","266.9","9.7","","","",""
"2017","267.2","10.2","","","",""
"2018","267.4","10.2","","","",""
"2019","267.6","10.2","","","",""
"2020","267.7","10","","","",""
"2021","267.9","9.5","","","",""
"2022","267.9","9.3","","","",""
"2023","267.9","9.1","","","",""
"2024","268.1","9.1","","","",""
"2025","268.3","9.7","","","",""
"2026","268.6","10.4","","","",""
"2027","268.9","11","","","",""
"2028","268.9","11","","","",""
"2029","268.9","11.5","","","",""
"2030","269.3","12.1","","","",""
"2031","269.4","12.7","","","",""
"2032","269.4","13.1","","","",""
"2033","269.6","13.1","","","",""
"2034","269.8","13.1","","","",""
"2035","270","13.1","","","",""
"2036","270","12.5","","","",""
"2037","270","11.9","","","",""
"2038","270","11.6","","","",""
"2039","270","11.1","","","",""
"2040","270","10.5","","","",""
"2041","270.3","10.7","","","",""
"2042","270.3","11","","","",""
"2043","270.7","11.3","","","",""
"2044","270.8","11.3","","","",""
"2045","270.8","11.3","","","",""
"2046","270.8","11.3","","","",""
"2047","271","11.1","","","",""
"2048","271.1","10.2","","","",""
"2049","271.1","10.2","","","",""
"2050","271.1","10.2","","","",""
"2051","271.1","10.4","","","",""
"2052","271.3","10.7","","","",""
"2053","271.3","11.5","","","",""
"2054","271.5","11.5","","","",""
"2055","271.5","11.5","","","",""
"2056","271.8","12.1","","","",""
"2057","272","11.6","","","",""
"2058","272.2","11.3","","","",""
"2059","272.4","11.5","","","",""
"2060","272.4","11.9","","","",""
"2061","272.5","11.9","","","",""
"2062","272.7","12.5","","","",""
"2063","272.7","12.2","","","",""
"2064","272.9","11.6","","","",""
"2065","273","10.7","","","",""
"2066","273.2","10.2","","","",""
"2067","273.2","10","","","",""
"2068","273.2","9.5","","","",""
"2069","273.4","9.3","","","",""
"2070","273.4","9.3","","","",""
"2071","273.4","9.3","","","",""
"2072","273.5","9.5","","","",""
"2073","273.5","9.5","","","",""
"2074","273.9","9.9","","","",""
"2075","274.1","10.4","","","",""
"2076","274.1","10.7","","","",""
"2077","274.1","11","","","",""
"2078","274.4","11","","","",""
"2079","274.6","11","","","",""
"2080","274.6","10.7","","","",""
"2081","274.8","10.5","","","",""
"2082","274.8","10.2","","","",""
"2083","274.8","10.4","","","",""
"2084","275.1","11.3","","","",""
"2085","275.2","11.5","","","",""
"2086","275.2","12.1","","","",""
"2087","275.2","12.1","","","",""
"2088","275.2","12.1","","","",""
"2089","275.6","12.2","","","",""
"2090","275.7","12","","","",""
"2091","276.5","11.4","","","",""
"2092","276.3","11.4","","","",""
"2093","276.3","10.5","","","",""
"2094","276.5","10.3","","","",""
"2095","276.7","9.8","","","",""
"2096","276.7","9.5","","","",""
"2097","276.9","9.3","","","",""
"2098","276.9","8.9","","","",""
"2099","276.9","8","","","",""
"2100","276.9","8","","","",""
"2101","277.4","9.3","","","",""
"2102","277.4","10","","","",""
"2103","277.4","10.5","","","",""
"2104","277.4","11.3","","","",""
"2105","277.4","11.3","","","",""
"2106","277.4","10.5","","","",""
"2107","277.6","10.5","","","",""
"2108","277.8","10.5","","","",""
"2109","277.9","10.5","","","",""
"2110","278.1","10.5","","","",""
"2111","278.3","11.3","","","",""
"2112","278.6","11.3","","","",""
"2113","278.6","11.3","","","",""
"2114","278.8","11.6","","","",""
"2115","278.8","11.6","","","",""
"2116","278.8","11.1","","","",""
"2117","278.8","10.5","","","",""
"2118","279.1","10.3","","","",""
"2119","279.1","10","","","",""
"2120","279.1","11.3","","","",""
"2121","279.1","11.3","","","",""
"2122","279.1","11.6","","","",""
"2123","279.3","11.6","","","",""
"2124","279.5","11.9","","","",""
"2125","279.5","11.9","","","",""
"2126","279.5","11.6","","","",""
"2127","279.6","11.4","","","",""
"2128","279.6","11.4","","","",""
"2129","279.6","10.8","","","",""
"2130","279.6","10.5","","","",""
"2131","279.8","10.3","","","",""
"2132","280.2","9.8","","","",""
"2133","280.2","9.5","","","",""
"2134","280.3","9.3","","","",""
"2135","280.3","9.3","","","",""
"2136","280.3","9.5","","","",""
"2137","280.3","10","","","",""
"2138","280.7","10.2","","","",""
"2139","280.7","11.1","","","",""
"2140","280.7","11.1","","","",""
"2141","280.7","10.5","","","",""
"2142","280.8","10.3","","","",""
"2143","281","10","","","",""
"2144","281","10","","","",""
"2145","281.2","9.8","","","",""
"2146","281.2","10.2","","","",""
"2147","281.3","10.7","","","",""
"2148","281.3","11.3","","","",""
"2149","281.3","12.8","","","",""
"2150","281.5","13.1","","","",""
"2151","281.5","13.8","","","",""
"2152","281.7","14.2","","","",""
"2153","281.7","14.5","","","",""
"2154","281.7","14.9","","","",""
"2155","281.7","15.2","","","",""
"2156","281.9","15.2","","","",""
"2157","281.9","15.7","","","",""
"2158","282","14.2","","","",""
"2159","282.2","13.5","","","",""
"2160","282.2","12.6","","","",""
"2161","282.2","11.4","","","",""
"2162","282.2","10.5","","","",""
"2163","282.2","10.5","","","",""
"2164","282.2","10.3","","","",""
"2165","282.4","9.8","","","",""
"2166","282.4","9.5","","","",""
"2167","282.4","9.1","","","",""
"2168","282.6","8.9","","","",""
"2169","282.6","8.6","","","",""
"2170","282.7","8.6","","","",""
"2171","282.9","8.8","","","",""
"2172","282.9","9.1","","","",""
"2173","282.9","9.7","","","",""
"2174","283.2","10","","","",""
"2175","283.6","10.5","","","",""
"2176","283.6","10.5","","","",""
"2177","283.6","11.1","","","",""
"2178","283.6","11.3","","","",""
"2179","283.6","11.1","","","",""
"2180","283.7","10.5","","","",""
"2181","283.7","10","","","",""
"2182","283.9","11.1","","","",""
"2183","283.9","11.3","","","",""
"2184","283.9","11.9","","","",""
"2185","284.1","12.2","","","",""
"2186","284.3","12.2","","","",""
"2187","284.3","12.2","","","",""
"2188","284.4","11.6","","","",""
"2189","284.6","11.1","","","",""
"2190","284.6","10.5","","","",""
"2191","284.6","9.8","","","",""
"2192","284.8","10","","","",""
"2193","285","10.5","","","",""
"2194","285","11.1","","","",""
"2195","285","11.1","","","",""
"2196","285.3","12.2","","","",""
"2197","285.4","12.2","","","",""
"2198","285.6","12.2","","","",""
"2199","285.6","11.6","","","",""
"2200","285.6","10.8","","","",""
"2201","285.8","10.3","","","",""
"2202","286.1","10","","","",""
"2203","286.1","10","","","",""
"2204","286.1","10.2","","","",""
"2205","286.1","10.2","","","",""
"2206","286.3","10.7","","","",""
"2207","286.3","10.7","","","",""
"2208","286.3","10.7","","","",""
"2209","286.3","10.5","","","",""
"2210","286.3","10.3","","","",""
"2211","286.5","10","","","",""
"2212","286.7","10","","","",""
"2213","286.8","10","","","",""
"2214","287","10.5","","","",""
"2215","287","10.7","","","",""
"2216","287.2","10.7","","","",""
"2217","287.3","11.1","","","",""
"2218","287.3","10.5","","","",""
"2219","287.5","11.1","","","",""
"2220","287.7","12.2","","","",""
"2221","287.7","13.5","","","",""
"2222","287.8","14.2","","","",""
"2223","287.8","14.9","","","",""
"2224","288","15.2","","","",""
"2225","288.2","13.9","","","",""
"2226","288.2","13.5","","","",""
"2227","288.4","12.8","","","",""
"2228","288.4","12.2","","","",""
"2229","288.5","12.2","","","",""
"2230","288.7","12","","","",""
"2231","288.9","11.6","","","",""
"2232","288.9","11.4","","","",""
"2233","288.9","11.1","","","",""
"2234","288.9","10.8","","","",""
"2235","289.2","10.3","","","",""
"2236","289.2","10","","","",""
"2237","289.9","9.5","","","",""
"2238","289.9","9.3","","","",""
"2239","290.1","9.3","","","",""
"2240","290.4","9.7","","","",""
"2241","290.6","10","","","",""
"2242","290.8","10.7","","","",""
"2243","290.8","11.1","","","",""
"2244","290.9","11.3","","","",""
"2245","291.1","11.3","","","",""
"2246","291.1","10.8","","","",""
"2247","291.3","10.5","","","",""
"2248","291.3","10.3","","","",""
"2249","291.3","10.3","","","",""
"2250","291.6","10","","","",""
"2251","291.6","10","","","",""
"2252","291.8","10.7","","","",""
"2253","291.9","10.7","","","",""
"2254","291.9","10.7","","","",""
"2255","292.1","10.3","","","",""
"2256","292.1","10","","","",""
"2257","292.1","9.8","","","",""
"2258","292.5","10.5","","","",""
"2259","292.5","10.7","","","",""
"2260","292.5","11.3","","","",""
"2261","293","11.3","","","",""
"2262","293","11.3","","","",""
"2263","293","10.8","","","",""
"2264","293","10.5","","","",""
"2265","293","10.3","","","",""
"2266","293.2","9.8","","","",""
"2267","293.2","9.5","","","",""
"2268","293.3","10","","","",""
"2269","293.5","10.2","","","",""
"2270","293.7","10.5","","","",""
"2271","294","10.5","","","",""
"2272","294.2","10.3","","","",""
"2273","294.3","10.7","","","",""
"2274","294.5","11.1","","","",""
"2275","294.7","11.6","","","",""
"2276","294.7","11.9","","","",""
"2277","294.7","11.4","","","",""
"2278","294.9","10.8","","","",""
"2279","294.9","10.5","","","",""
"2280","295","10","","","",""
"2281","295","9.5","","","",""
"2282","295","9.3","","","",""
"2283","295.2","9.7","","","",""
"2284","295.2","10","","","",""
"2285","295.4","10.5","","","",""
"2286","295.6","10.7","","","",""
"2287","295.6","10.5","","","",""
"2288","295.7","10.5","","","",""
"2289","295.7","10.5","","","",""
"2290","296","10.7","","","",""
"2291","296","11.1","","","",""
"2292","296","11.6","","","",""
"2293","296.2","11.6","","","",""
"2294","296.2","11.9","","","",""
"2295","296.4","12","","","",""
"2296","296.6","11.6","","","",""
"2297","296.6","11.1","","","",""
"2298","296.6","11.1","","","",""
"2299","296.6","10.8","","","",""
"2300","296.6","10.8","","","",""
"2301","296.7","10.8","","","",""
"2302","296.7","10.8","","","",""
"2303","296.9","11.1","","","",""
"2304","297.1","11.3","","","",""
"2305","297.3","11.3","","","",""
"2306","297.3","10.8","","","",""
"2307","297.3","10.8","","","",""
"2308","297.4","10.8","","","",""
"2309","297.4","10.8","","","",""
"2310","297.4","10.8","","","",""
"2311","297.6","10.8","","","",""
"2312","297.8","10.8","","","",""
"2313","297.8","10.8","","","",""
"2314","297.8","10.5","","","",""
"2315","297.8","10.5","","","",""
"2316","298","10.3","","","",""
"2317","298.1","10.3","","","",""
"2318","298.3","10.3","","","",""
"2319","298.4","9.8","","","",""
"2320","298.4","9.8","","","",""
"2321","298.6","9.5","","","",""
"2322","298.6","9.5","","","",""
"2323","298.6","9.7","","","",""
"2324","298.8","10.2","","","",""
"2325","299","10.5","","","",""
"2326","299","10.7","","","",""
"2327","299.1","10.5","","","",""
"2328","299.5","10.3","","","",""
"2329","299.7","10.7","","","",""
"2330","299.7","11.1","","","",""
"2331","299.7","11.6","","","",""
"2332","299.7","11.6","","","",""
"2333","300","12.5","","","",""
"2334","300","12.8","","","",""
"2335","300.1","13.1","","","",""
"2336","300.1","13.1","","","",""
"2337","300.3","12.2","","","",""
"2338","300.3","11.6","","","",""
"2339","300.3","11.6","","","",""
"2340","300.3","11.4","","","",""
"2341","300.3","11.1","","","",""
"2342","300.3","11.1","","","",""
"2343","300.3","10.8","","","",""
"2344","300.3","10.8","","","",""
"2345","300.3","10.3","","","",""
"2346","300.7","10.3","","","",""
"2347","300.9","10.6","","","",""
"2348","301.1","10.6","","","",""
"2349","301.1","10.1","","","",""
"2350","301.1","9.9","","","",""
"2351","301.2","9.6","","","",""
"2352","301.2","9.1","","","",""
"2353","301.2","9.6","","","",""
"2354","301.4","9.8","","","",""
"2355","301.4","9.8","","","",""
"2356","301.5","10.1","","","",""
"2357","301.5","10.6","","","",""
"2358","301.7","10.8","","","",""
"2359","301.9","11.1","","","",""
"2360","301.9","11.4","","","",""
"2361","301.9","10.6","","","",""
"2362","301.9","10.4","","","",""
"2363","301.9","10.1","","","",""
"2364","301.9","9.9","","","",""
"2365","302.1","9.6","","","",""
"2366","302.1","9.4","","","",""
"2367","302.1","9.4","","","",""
"2368","302.1","9.6","","","",""
"2369","302.2","9.6","","","",""
"2370","302.2","9.8","","","",""
"2371","302.4","10.1","","","",""
"2372","302.6","10.3","","","",""
"2373","302.6","10.6","","","",""
"2374","302.8","10.8","","","",""
"2375","302.9","10.8","","","",""
"2376","302.9","10.8","","","",""
"2377","302.9","10.4","","","",""
"2378","303.1","10.1","","","",""
"2379","303.3","10.1","","","",""
"2380","303.3","9.9","","","",""
"2381","303.3","9.9","","","",""
"2382","303.6","9.9","","","",""
"2383","303.6","10.1","","","",""
"2384","303.6","10.6","","","",""
"2385","303.8","10.6","","","",""
"2386","303.9","9.9","","","",""
"2387","304.1","9.6","","","",""
"2388","304.1","9.1","","","",""
"2389","304.1","8.9","","","",""
"2390","304.1","8.7","","","",""
"2391","304.3","8.7","","","",""
"2392","304.3","8.9","","","",""
"2393","304.3","9.1","","","",""
"2394","304.3","9.3","","","",""
"2395","304.3","9.6","","","",""
"2396","304.5","9.8","","","",""
"2397","304.6","9.8","","","",""
"2398","304.6","9.4","","","",""
"2399","304.6","9.1","","","",""
"2400","305","8.7","","","",""
"2401","305.2","8.9","","","",""
"2402","305.2","9.3","","","",""
"2403","305.2","9.6","","","",""
"2404","305.2","10.1","","","",""
"2405","305.3","10.6","","","",""
"2406","305.5","10.8","","","",""
"2407","305.5","11.1","","","",""
"2408","305.5","10.1","","","",""
"2409","305.5","9.6","","","",""
"2410","305.5","9.6","","","",""
"2411","305.8","9.8","","","",""
"2412","306","10.1","","","",""
"2413","306.2","10.6","","","",""
"2414","306.3","10.8","","","",""
"2415","306.5","10.8","","","",""
"2416","306.5","10.6","","","",""
"2417","306.5","10.1","","","",""
"2418","306.7","9.9","","","",""
"2419","306.9","10.1","","","",""
"2420","306.9","10.3","","","",""
"2421","307","10.8","","","",""
"2422","307","11.1","","","",""
"2423","307.4","10.9","","","",""
"2424","307.6","10.1","","","",""
"2425","307.6","9.9","","","",""
"2426","307.7","9.9","","","",""
"2427","307.7","10.1","","","",""
"2428","307.7","10.3","","","",""
"2429","307.9","10.6","","","",""
"2430","307.9","10.8","","","",""
"2431","308","10.8","","","",""
"2432","308","11.1","","","",""
"2433","308","11.1","","","",""
"2434","308","10.9","","","",""
"2435","308.6","10.1","","","",""
"2436","308.6","9.6","","","",""
"2437","308.9","9.4","","","",""
"2438","308.9","9.1","","","",""
"2439","309.1","9.6","","","",""
"2440","309.3","10.1","","","",""
"2441","309.4","10.1","","","",""
"2442","309.6","9.9","","","",""
"2443","309.6","9.9","","","",""
"2444","309.6","10.3","","","",""
"2445","309.8","10.3","","","",""
"2446","310","10.8","","","",""
"2447","310","10.8","","","",""
"2448","310.4","10.6","","","",""
"2449","310.6","10.6","","","",""
"2450","310.8","10.8","","","",""
"2451","310.8","11.4","","","",""
"2452","311","11.7","","","",""
"2453","311.1","12","","","",""
"2454","311.3","11.5","","","",""
"2455","311.3","10.4","","","",""
"2456","311.3","9.1","","","",""
"2457","311.3","8.7","","","",""
"2458","311.5","8.3","","","",""
"2459","311.7","8.1","","","",""
"2460","311.8","8.4","","","",""
"2461","312","9.1","","","",""
"2462","312","9.3","","","",""
"2463","312","9.8","","","",""
"2464","312.5","10.3","","","",""
"2465","312.8","10.1","","","",""
"2466","312.8","10.6","","","",""
"2467","312.8","11.1","","","",""
"2468","313","11.4","","","",""
"2469","313.2","11.4","","","",""
"2470","313.4","11.4","","","",""
"2471","313.4","10.9","","","",""
"2472","313.4","10.4","","","",""
"2473","313.4","10.1","","","",""
"2474","313.5","9.9","","","",""
"2475","313.7","10.8","","","",""
"2476","313.7","11.1","","","",""
"2477","313.7","10.9","","","",""
"2478","313.9","10.4","","","",""
"2479","314.1","10.8","","","",""
"2480","314.4","11.1","","","",""
"2481","314.4","11.4","","","",""
"2482","314.5","11.7","","","",""
"2483","314.7","10.9","","","",""
"2484","314.7","10.4","","","",""
"2485","314.7","10.1","","","",""
"2486","314.9","9.9","","","",""
"2487","314.9","10.3","","","",""
"2488","315.1","10.8","","","",""
"2489","315.2","11.4","","","",""
"2490","315.2","11.7","","","",""
"2491","315.2","12","","","",""
"2492","315.4","12","","","",""
"2493","315.4","11.7","","","",""
"2494","315.6","11.5","","","",""
"2495","315.8","11.1","","","",""
"2496","315.8","10.9","","","",""
"2497","315.9","10.6","","","",""
"2498","316.1","10.1","","","",""
"2499","316.3","10.6","","","",""
"2500","316.3","11.1","","","",""
"2501","316.3","11.1","","","",""
"2502","316.5","10.6","","","",""
"2503","316.5","10.4","","","",""
"2504","316.6","10.1","","","",""
"2505","316.8","9.9","","","",""
"2506","316.8","10.1","","","",""
"2507","316.8","10.6","","","",""
"2508","316.9","10.8","","","",""
"2509","317.3","11.4","","","",""
"2510","317.3","11.4","","","",""
"2511","317.5","10.9","","","",""
"2512","317.5","10.4","","","",""
"2513","317.5","10.1","","","",""
"2514","317.5","9.6","","","",""
"2515","317.6","8.9","","","",""
"2516","317.8","8.9","","","",""
"2517","318","8.9","","","",""
"2518","318","9.6","","","",""
"2519","318","10.1","","","",""
"2520","318","10.8","","","",""
"2521","318","11.1","","","",""
"2522","318.3","11.1","","","",""
"2523","318.5","11.1","","","",""
"2524","318.7","10.9","","","",""
"2525","319","10.9","","","",""
"2526","319","10.9","","","",""
"2527","319.2","11.1","","","",""
"2528","319.3","11.1","","","",""
"2529","319.5","11.4","","","",""
"2530","319.9","11.4","","","",""
"2531","319.9","11.1","","","",""
"2532","320","10.6","","","",""
"2533","320","10.6","","","",""
"2534","320","10.8","","","",""
"2535","320.4","12.3","","","",""
"2536","320.4","12.6","","","",""
"2537","320.4","12.6","","","",""
"2538","320.6","12.6","","","",""
"2539","320.6","12.3","","","",""
"2540","320.6","11.1","","","",""
"2541","320.6","10.9","","","",""
"2542","320.6","10.9","","","",""
"2543","320.7","10.6","","","",""
"2544","320.9","10.4","","","",""
"2545","320.9","10.1","","","",""
"2546","320.9","9.9","","","",""
"2547","320.9","9.4","","","",""
"2548","320.9","9.1","","","",""
"2549","320.9","9.1","","","",""
"2550","321","8.7","","","",""
"2551","321.2","8.7","","","",""
"2552","321.4","8.7","","","",""
"2553","321.4","9.1","","","",""
"2554","321.4","9.3","","","",""
"2555","321.4","9.3","","","",""
"2556","321.6","9.6","","","",""
"2557","321.6","9.8","","","",""
"2558","321.7","9.8","","","",""
"2559","321.7","10.6","","","",""
"2560","321.7","10.8","","","",""
"2561","321.7","10.8","","","",""
"2562","321.9","10.1","","","",""
"2563","322.1","10.1","","","",""
"2564","322.1","10.6","","","",""
"2565","322.3","11.7","","","",""
"2566","322.3","11.1","","","",""
"2567","322.4","10.4","","","",""
"2568","322.6","10.4","","","",""
"2569","322.8","10.4","","","",""
"2570","322.8","10.8","","","",""
"2571","322.8","11.4","","","",""
"2572","322.8","10.9","","","",""
"2573","323","10.6","","","",""
"2574","323","10.8","","","",""
"2575","323.3","11.7","","","",""
"2576","323.4","11.7","","","",""
"2577","323.4","11.7","","","",""
"2578","323.4","11.7","","","",""
"2579","323.6","12","","","",""
"2580","323.6","12.6","","","",""
